Date,High,Low,Open,Close,Volume,Adj Close,Change
2020-02-18,3375.010009765625,3355.610107421875,3369.0400390625,3370.2900390625,3746.72,3370.2900390625,0.03710255697488939
2020-02-19,3393.52001953125,3378.830078125,3380.389892578125,3386.14990234375,3600.15,3386.14990234375,0.1703948345802208
2020-02-20,3389.14990234375,3341.02001953125,3380.449951171875,3373.22998046875,4007.32,3373.22998046875,-0.21358016854005213
2020-02-21,3360.760009765625,3328.449951171875,3360.5,3337.75,3899.27,3337.75,-0.6769825918762089
2020-02-24,3259.81005859375,3214.64990234375,3257.610107421875,3225.889892578125,4842.96,3225.889892578125,-0.9737265602007199
2020-02-25,3246.989990234375,3118.77001953125,3238.93994140625,3128.2099609375,5591.51,3128.2099609375,-3.4187105186233984
2020-02-26,3182.510009765625,3108.989990234375,3139.89990234375,3116.389892578125,5478.11,3116.389892578125,-0.7487502944942979
2020-02-27,3097.070068359375,2977.389892578125,3062.5400390625,2978.760009765625,7058.84,2978.760009765625,-2.735638660336392
2020-02-28,2959.719970703125,2855.840087890625,2916.89990234375,2954.219970703125,8563.85,2954.219970703125,1.2794428883002826
2020-03-02,3090.9599609375,2945.18994140625,2974.280029296875,3090.22998046875,6376.4,3090.22998046875,3.8984207952768246
2020-03-03,3136.719970703125,2976.6298828125,3096.4599609375,3003.3701171875,6355.94,3003.3701171875,-3.0063312597078
2020-03-04,3130.969970703125,3034.3798828125,3045.75,3130.1201171875,5035.48,3130.1201171875,2.7700933165066077
2020-03-05,3083.0400390625,2999.830078125,3075.699951171875,3023.93994140625,5575.55,3023.93994140625,-1.6828692846291418
2020-03-06,2985.929931640625,2901.5400390625,2954.199951171875,2972.3701171875,6552.14,2972.3701171875,0.615062159499977
2020-03-09,2863.889892578125,2734.429931640625,2863.889892578125,2746.56005859375,8423.05,2746.56005859375,-4.096869585958578
2020-03-10,2882.590087890625,2734.0,2813.47998046875,2882.22998046875,7635.96,2882.22998046875,2.4435930050067625
2020-03-11,2825.60009765625,2707.219970703125,2825.60009765625,2741.3798828125,7374.11,2741.3798828125,-2.9806133894746156
2020-03-12,2660.949951171875,2478.860107421875,2630.860107421875,2480.639892578125,8829.38,2480.639892578125,-5.709927883279171
2020-03-13,2711.330078125,2492.3701171875,2569.989990234375,2711.02001953125,8258.67,2711.02001953125,5.487571151357423
2020-03-16,2562.97998046875,2380.93994140625,2508.590087890625,2386.1298828125,7781.54,2386.1298828125,-4.881634734557091
2020-03-17,2553.929931640625,2367.0400390625,2425.659912109375,2529.18994140625,8358.5,2529.18994140625,4.26811808118824
2020-03-18,2453.570068359375,2280.52001953125,2436.5,2398.10009765625,8755.78,2398.10009765625,-1.5760271842294276
2020-03-19,2466.969970703125,2319.780029296875,2393.47998046875,2409.389892578125,7946.71,2409.389892578125,0.6647188294534693
2020-03-20,2453.010009765625,2295.56005859375,2431.93994140625,2304.919921875,9044.69,2304.919921875,-5.222991627737389
2020-03-23,2300.72998046875,2191.860107421875,2290.7099609375,2237.39990234375,7402.18,2237.39990234375,-2.3272286541213725
2020-03-24,2449.7099609375,2344.43994140625,2344.43994140625,2447.330078125,7547.35,2447.330078125,4.388687246858373
2020-03-25,2571.419921875,2407.530029296875,2457.77001953125,2475.56005859375,8285.67,2475.56005859375,0.7238284673149746
2020-03-26,2637.010009765625,2500.719970703125,2501.2900390625,2630.070068359375,7753.16,2630.070068359375,5.148544442496665
2020-03-27,2615.909912109375,2520.02001953125,2555.8701171875,2541.469970703125,6194.33,2541.469970703125,-0.5634146425335977
2020-03-30,2631.800048828125,2545.280029296875,2558.97998046875,2626.64990234375,5746.22,2626.64990234375,2.6444099755170547
2020-03-31,2641.389892578125,2571.14990234375,2614.68994140625,2584.590087890625,6568.29,2584.590087890625,-1.151182518392085
2020-04-01,2522.75,2447.489990234375,2498.080078125,2470.5,5947.9,2470.5,-1.104051001667687
2020-04-02,2533.219970703125,2455.7900390625,2458.5400390625,2526.89990234375,6454.99,2526.89990234375,2.7805064060423943
2020-04-03,2538.179931640625,2459.9599609375,2514.919921875,2488.64990234375,6087.19,2488.64990234375,-1.0445668389975762
2020-04-06,2676.85009765625,2574.570068359375,2578.280029296875,2663.679931640625,6391.86,2663.679931640625,3.3122818845647064
2020-04-07,2756.889892578125,2657.669921875,2738.64990234375,2659.409912109375,7040.72,2659.409912109375,-2.893396128017715
2020-04-08,2760.75,2663.300048828125,2685.0,2749.97998046875,5856.37,2749.97998046875,2.420111004422719
2020-04-09,2818.570068359375,2762.360107421875,2776.989990234375,2789.820068359375,7880.14,2789.820068359375,0.46201384124964584
2020-04-13,2782.4599609375,2721.169921875,2782.4599609375,2761.6298828125,5274.31,2761.6298828125,-0.7486209475582779
2020-04-14,2851.85009765625,2805.10009765625,2805.10009765625,2846.06005859375,5567.4,2846.06005859375,1.4601960540275674
2020-04-15,2801.8798828125,2761.5400390625,2795.639892578125,2783.360107421875,5203.39,2783.360107421875,-0.43924774391903687
2020-04-16,2806.510009765625,2764.320068359375,2799.340087890625,2799.550048828125,5179.99,2799.550048828125,0.007500372620256048
2020-04-17,2879.219970703125,2830.8798828125,2842.429931640625,2874.56005859375,5792.14,2874.56005859375,1.1303753382085933
